DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
47;0;001;0009;ALL DU PARC CHABAUD;1;;AGEN;47000;20140627
47;0;001;0010;RUE DE L ABREUVOIR;1;;AGEN;47000;19870101
47;0;001;0020;RUE ALBERT CAMUS;1;;AGEN;47000;19870101
47;0;001;0030;RUE D ALBRET;1;;AGEN;47000;19870101
47;0;001;0040;RUE D ALEMBERT;1;;AGEN;47000;19870101
47;0;001;0048;IMP ALEXANDER FLEMING;1;;AGEN;47000;19870101
47;0;001;0049;RUE ALEXANDER FLEMING;1;;AGEN;47000;19870101
47;0;001;0050;IMP ALEXANDRE DUMAS;1;;AGEN;47000;19870101
47;0;001;0055;RUE ALEXIS PAIN;1;;AGEN;47000;19870101
47;0;001;0060;RUE ALFRED DE MUSSET;1;;AGEN;47000;19870101
47;0;001;0065;IMP ALFRED DE VIGNY;1;;AGEN;47000;19870101
47;0;001;0070;RUE ALFRED DE VIGNY;1;;AGEN;47000;19870101
47;0;001;0080;RUE ALPHONSE DAUDET;1;;AGEN;47000;19870101
47;0;001;0090;RUE ALSACE-LORRAINE;1;;AGEN;47000;19870101
47;0;001;0095;RUE DES AMBANS;1;;AGEN;47000;19870101
47;0;001;0100;RUE D AMOUR;1;;AGEN;47000;19870101
47;0;001;0110;RUE ANATOLE FRANCE;1;;AGEN;47000;19870101
47;0;001;0115;RUE ANDRE BOILLOT;1;;AGEN;47000;19870101
47;0;001;0120;RUE ANDRE CHENIER;1;;AGEN;47000;19870101
47;0;001;0125;IMP ANDRE DE BELLECOMBE;1;;AGEN;47000;19870101
47;0;001;0130;RUE ANDRE MAZEAU;1;;AGEN;47000;19870101
47;0;001;0140;RUE DE L ANGLE DROIT;1;;AGEN;47000;19870101
47;0;001;0143;RUE ANTOINE CALBET;1;;AGEN;47000;19870101
47;0;001;0145;RUE ANTOINE DELBES;1;;AGEN;47000;19870101
