DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
37;0;001;0001;ALL DES ACACIAS;1;;ABILLY;37160;20080825
37;0;001;0002;RUE DE LA BRUNELIERE;1;;ABILLY;37160;20020827
37;0;001;0003;RUE DE BEAUREGARD;1;;ABILLY;37160;20020827
37;0;001;0004;RUE DU BOIS PEROU;1;;ABILLY;37160;20020827
37;0;001;0005;RUE DE BELLEVUE;1;;ABILLY;37160;19870101
37;0;001;0006;RTE DE BESSE;1;;ABILLY;37160;20020625
37;0;001;0007;RTE DU BLANC;1;;ABILLY;37160;20020625
37;0;001;0008;IMP DU CHATEAU;1;;ABILLY;37160;19870101
37;0;001;0009;RUE DE LA CHOCOLATERIE;1;;ABILLY;37160;20020416
37;0;001;0010;RUE DES COMBATTANTS EN AFN;1;;ABILLY;37160;19870101
37;0;001;0011;CHE DE CHIZAY;1;;ABILLY;37160;20020528
37;0;001;0015;RUE DU COMMERCE;1;;ABILLY;37160;19870101
37;0;001;0017;RUE DES COTEAUX;1;;ABILLY;37160;20020625
37;0;001;0020;PL  CONTY MAIGNANT;1;;ABILLY;37160;19870101
37;0;001;0025;RUE DESCARTES;1;;ABILLY;37160;19870101
37;0;001;0030;PL  DE L EGLISE;1;;ABILLY;37160;19870101
37;0;001;0035;RUE DES FONDERIES;1;;ABILLY;37160;19870101
37;0;001;0036;RUE DES FORGES;1;;ABILLY;37160;20020416
37;0;001;0037;RTE DU GRAND PRESSIGNY;1;;ABILLY;37160;19870101
37;0;001;0040;RUE DU 8 MAI 1945;1;;ABILLY;37160;19870101
37;0;001;0045;RUE JOSEPH PINET;1;;ABILLY;37160;19870101
37;0;001;0050;RUE DE LANGEVILLE;1;;ABILLY;37160;19870101
37;0;001;0052;RTE DE LEUGNY;1;;ABILLY;37160;20020827
37;0;001;0053;IMP DES LILAS;1;;ABILLY;37160;20040325
37;0;001;0055;PL  DE LA MAIRIE;1;;ABILLY;37160;19870101
37;0;001;0060;RUE DE LA MARCAUDERIE;1;;ABILLY;37160;19870101
37;0;001;0061;RUE MARCEL MAIRE;1;;ABILLY;37160;20100824
37;0;001;0065;RUE DES MOULINS;1;;ABILLY;37160;19870101
37;0;001;0070;RUE DE NEUILLY;1;;ABILLY;37160;19870101
37;0;001;0075;RUE DU 11 NOVEMBRE 1918;1;;ABILLY;37160;19870101
37;0;001;0078;RUE DE LA PAIX;1;;ABILLY;37160;19870101
37;0;001;0080;RUE PASTEUR;1;;ABILLY;37160;19870101
37;0;001;0083;RUE DU PONT;1;;ABILLY;37160;19870101
37;0;001;0085;RUE DU 14 JUILLET 1789;1;;ABILLY;37160;19870101
37;0;001;0090;RUE RABELAIS;1;;ABILLY;37160;19870101
37;0;001;0091;ALL DE RIBEAULT;1;;ABILLY;37160;20020827
37;0;001;0092;RUE DE RIVES;1;;ABILLY;37160;20020416
37;0;001;0095;AV  DES TERMELLES;1;;ABILLY;37160;19870101
37;0;001;0100;RTE DU VAL DE CLAISE;1;;ABILLY;37160;20020625
37;0;001;0105;ALL DES VIGNES DE BEAUREGA;1;;ABILLY;37160;20020827
37;0;001;B001;ANCIEN COUVENT DE RIVES;3;;ABILLY;37160;19870101
37;0;001;B002;L ARTIVERIE;3;;ABILLY;37160;19910714
37;0;001;B003;LES BARREAUX;3;;ABILLY;37160;19870101
37;0;001;B004;LE BAS BESSE;3;;ABILLY;37160;19910714
37;0;001;B006;LA BASSE BERGE;3;;ABILLY;37160;19870101
37;0;001;B007;LA BASSE DAVIERE;3;;ABILLY;37160;19870101
37;0;001;B008;BEAUREGARD;3;;ABILLY;37160;19870101
37;0;001;B009;BEL ETAT;3;;ABILLY;37160;19870101
37;0;001;B010;LE BEL-AIR;3;;ABILLY;37160;19870101
37;0;001;B011;LA BELLE-VUE;3;;ABILLY;37160;19901107
37;0;001;B012;LE BERGEOT;3;;ABILLY;37160;19870101
37;0;001;B013;BERGERESSE;3;;ABILLY;37160;19870101
37;0;001;B014;BESSE;3;;ABILLY;37160;19870101
37;0;001;B015;LE BOIS DU BOUCHET;3;;ABILLY;37160;19910714
37;0;001;B016;LE BOIS LAMILLET;3;;ABILLY;37160;19910714
37;0;001;B017;LE BOIS MESLIN;3;;ABILLY;37160;19870101
37;0;001;B018;LE BOIS VIOLET;3;;ABILLY;37160;19910714
37;0;001;B019;LA BONNETIERE;3;;ABILLY;37160;19870101
37;0;001;B020;SUR LA BORNE;3;;ABILLY;37160;19910714
37;0;001;B021;LE BOUCHET;3;;ABILLY;37160;19870101
37;0;001;B022;LES BOURDIGNONS;3;;ABILLY;37160;19910714
37;0;001;B023;LE BOURG;3;;ABILLY;37160;19870101
37;0;001;B024;LES BOURNAIS;3;;ABILLY;37160;19910714
37;0;001;B025;LES BOURNAIS DE LA BONNETI;3;;ABILLY;37160;19910714
37;0;001;B026;BOURNAIS DE LA CATAUDIERE;3;;ABILLY;37160;19910714
37;0;001;B027;LES BOURNAIS DE LA COTINIE;3;;ABILLY;37160;19910714
37;0;001;B028;LA BROSSE;3;;ABILLY;37160;19870101
37;0;001;B029;LES BROSSES;3;;ABILLY;37160;19910714
37;0;001;B030;LES BRULES;3;;ABILLY;37160;19870101
37;0;001;B031;LA BRUNELIERE;3;;ABILLY;37160;19870101
37;0;001;B032;SUR LES BRUYERES;3;;ABILLY;37160;19910714
37;0;001;B033;BRUYERES DE L ARTIVERIE;3;;ABILLY;37160;19910714
37;0;001;B034;BRUYERES DES VERONS;3;;ABILLY;37160;19910714
37;0;001;B035;BRUYERES DU CARROI GILLET;3;;ABILLY;37160;19910714
37;0;001;B036;LA CATAUDIERE;3;;ABILLY;37160;19910714
37;0;001;B037;CHANTE-GROLLE;3;;ABILLY;37160;19910714
37;0;001;B038;LA CHARBONNERIE;3;;ABILLY;37160;19870101
37;0;001;B039;LES CHASSEPINS;3;;ABILLY;37160;19910714
37;0;001;B040;CHATEAU DU BOIS D AIX;3;;ABILLY;37160;19870101
37;0;001;B041;CHATEAU FROMAGE;3;;ABILLY;37160;19870101
37;0;001;B042;LA CHATIERE;3;;ABILLY;37160;19870101
37;0;001;B043;SUR LA CHAUME;3;;ABILLY;37160;19910714
37;0;001;B044;LES CHAUMES DE BESSE;3;;ABILLY;37160;19910714
37;0;001;B045;CHISAY;3;;ABILLY;37160;19870101
37;0;001;B046;LA CHOLERIE;3;;ABILLY;37160;19870101
37;0;001;B047;LA CLAISIERE;3;;ABILLY;37160;19870101
37;0;001;B048;LE CLOS DE L ECU;3;;ABILLY;37160;19870101
37;0;001;B049;LES COMMUNAUX;3;;ABILLY;37160;19870101
37;0;001;B050;LA COTINIERE;3;;ABILLY;37160;19870101
37;0;001;B051;LA COURANCE DE TROP-LARD;3;;ABILLY;37160;19910714
37;0;001;B052;LA COUSSAIE;3;;ABILLY;37160;19870101
37;0;001;B053;LA CROIX MIRAULT;3;;ABILLY;37160;19870101
37;0;001;B054;LES CRUCHATS;3;;ABILLY;37160;19910714
37;0;001;B055;CUFFOU;3;;ABILLY;37160;19870101
37;0;001;B056;LE DESSUS DE LA SAULAIE;3;;ABILLY;37160;19910714
37;0;001;B058;LE DESSUS DE LA VILLE PLAT;3;;ABILLY;37160;19910714
37;0;001;B060;LES DUBOIS;3;;ABILLY;37160;19870101
37;0;001;B061;L ECLUSE;3;;ABILLY;37160;19870101
37;0;001;B062;LES ESSARTS;3;;ABILLY;37160;19910714
37;0;001;B063;LES FONDERIES;3;;ABILLY;37160;19870101
37;0;001;B064;LES FONDS;3;;ABILLY;37160;19910714
37;0;001;B065;LES FONTAINES;3;;ABILLY;37160;19870101
37;0;001;B066;FONTENAILLE;3;;ABILLY;37160;19910714
37;0;001;B067;LES FORGES;3;;ABILLY;37160;19870101
37;0;001;B068;LA FOSSE VERTE;3;;ABILLY;37160;19910714
37;0;001;B069;LES FOULONS;3;;ABILLY;37160;19870101
37;0;001;B070;LA FOURNERAYE;3;;ABILLY;37160;19910714
37;0;001;B071;LA FROUNIERE;3;;ABILLY;37160;19910714
37;0;001;B072;LES GAINS;3;;ABILLY;37160;19870101
