DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
15;0;001;0001;GR  GRANDE RUE ABBE DE PRA;1;;ALLANCHE;15160;19870101
15;0;001;0023;PL  DU CEZALLIER;1;;ALLANCHE;15160;19870101
15;0;001;0024;RUE DU CEZALLIER;1;;ALLANCHE;15160;19870101
15;0;001;0026;RUE DU CHAMP DE FOIRE;1;;ALLANCHE;15160;19870101
15;0;001;0027;RUE DU CHEY;1;;ALLANCHE;15160;19870101
15;0;001;0028;LOT COMMUNAL;1;;ALLANCHE;15160;19870101
15;0;001;0029;RUE COURTE;1;;ALLANCHE;15160;19870101
15;0;001;0035;RUE DU DIX NEUF MARS 1962;1;;ALLANCHE;15160;19870101
15;0;001;0044;PL  DE L EGLISE;1;;ALLANCHE;15160;19870101
15;0;001;0055;RUE DES FORGERONS;1;;ALLANCHE;15160;19870101
15;0;001;0056;PAS DES FORGERONS;1;;ALLANCHE;15160;19930727
15;0;001;0057;SEN DES FORTIFICATIONS;1;;ALLANCHE;15160;19870101
15;0;001;0061;RUE GEORGES POMPIDOU;1;;ALLANCHE;15160;19870101
15;0;001;0075;RUE DU HUIT MAI;1;;ALLANCHE;15160;19930629
15;0;001;0090;AV  JEAN MARIE ET RAYMOND ;1;;ALLANCHE;15160;19930629
15;0;001;0122;PL  DU MARCHE;1;;ALLANCHE;15160;19870101
15;0;001;0123;AV  DE MATHONNIERE;1;;ALLANCHE;15160;19870101
15;0;001;0125;PAS DES MERCOEURS;1;;ALLANCHE;15160;19870101
15;0;001;0126;PL  DES MERCOEURS;1;;ALLANCHE;15160;19870101
15;0;001;0148;PL  D OUTRELAYGUE;1;;ALLANCHE;15160;19870101
15;0;001;0153;RUE DE LA PIERRE GROSSE;1;;ALLANCHE;15160;19870101
15;0;001;0155;RUE DU PONT CHAUVET;1;;ALLANCHE;15160;19870101
15;0;001;0157;RUE DU PONT ROMAIN;1;;ALLANCHE;15160;19870101
15;0;001;0159;AV  DU PUY MARY;1;;ALLANCHE;15160;19870101
15;0;001;0173;RUE DES REMPARTS;1;;ALLANCHE;15160;19870101
15;0;001;0174;AV  DU PROFESSEUR RENE ROL;1;;ALLANCHE;15160;19930727
15;0;001;0175;RTE DE LA ROCHE GRANDE;1;;ALLANCHE;15160;19870101
15;0;001;0177;AV  DE LA ROCHE MARCHAL;1;;ALLANCHE;15160;19870101
15;0;001;0178;CHE DE LA ROCHE MARCHAL;1;;ALLANCHE;15160;19870101
15;0;001;0183;RUE ST ELOI;1;;ALLANCHE;15160;19870101
15;0;001;0185;AV  DE ST FLOUR;1;;ALLANCHE;15160;19870101
15;0;001;0187;PAS ST JEAN;1;;ALLANCHE;15160;19870101
15;0;001;0188;PL  ST JEAN;1;;ALLANCHE;15160;19870101
15;0;001;0189;RUE ST MICHEL;1;;ALLANCHE;15160;19870101
15;0;001;0194;FG  DE LA TERRE VERMEILLE;1;;ALLANCHE;15160;19870101
15;0;001;0195;PAS DE LA TERRE VERMEILLE;1;;ALLANCHE;15160;19870101
15;0;001;0200;RUE DU ONZE NOVEMBRE;1;;ALLANCHE;15160;19930629
15;0;001;0211;RUE DE VALMONT;1;;ALLANCHE;15160;19870101
15;0;001;0220;RUE ZONE ARTISANALE;1;;ALLANCHE;15160;19930629
15;0;001;A030;CITEFROMENTS;2;;ALLANCHE;15160;19901029
15;0;001;A050;CITEHLM;2;;ALLANCHE;15160;19901029
15;0;001;A064;RES DU PONT ROMAIN;2;;ALLANCHE;15160;19871230
15;0;001;B001;LES ABIERRES;3;;ALLANCHE;15160;19910714
15;0;001;B002;LES ANGLARDS;3;;ALLANCHE;15160;19910714
