DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
43;0;001;B001;ACHAUD;3;;AGNAT;43100;19910714
43;0;001;B002;LES ACHAUX;3;;AGNAT;43100;19910714
43;0;001;B003;LES AGAS;3;;AGNAT;43100;19910714
43;0;001;B004;LE BOURG;3;;AGNAT;43100;19870101
43;0;001;B005;L AMENDE;3;;AGNAT;43100;19910714
43;0;001;B006;L ARBRE;3;;AGNAT;43100;19910714
43;0;001;B007;ARSAGE;3;;AGNAT;43100;19910714
43;0;001;B008;LE BACHAT;3;;AGNAT;43100;19910714
43;0;001;B009;LES BAIES;3;;AGNAT;43100;19910714
43;0;001;B010;BARETTE;3;;AGNAT;43100;19910714
43;0;001;B011;BARTHAMY;3;;AGNAT;43100;19910714
43;0;001;B012;LA BARTHE;3;;AGNAT;43100;19910714
43;0;001;B013;LA BARTHE ET LA COSTE;3;;AGNAT;43100;19910714
43;0;001;B014;LES BASTIDES;3;;AGNAT;43100;19870101
43;0;001;B015;LA BATOSTE;3;;AGNAT;43100;19910714
43;0;001;B016;LA BERNOUDE;3;;AGNAT;43100;19910714
43;0;001;B017;LE BIGOT;3;;AGNAT;43100;19910714
43;0;001;B018;BOIS D ALVIER;3;;AGNAT;43100;19910714
43;0;001;B019;BOIS DE COMBEREAU;3;;AGNAT;43100;19910714
43;0;001;B020;BOIS DE LA BAS;3;;AGNAT;43100;19910714
43;0;001;B021;BOIS GRAND;3;;AGNAT;43100;19910714
43;0;001;B022;LA BORIE;3;;AGNAT;43100;19910714
43;0;001;B023;BOS DES FEMMES;3;;AGNAT;43100;19910714
43;0;001;B024;BOUCHARET;3;;AGNAT;43100;19910714
43;0;001;B025;BOUCHILLE;3;;AGNAT;43100;19910714
43;0;001;B026;LES BOUDOUX;3;;AGNAT;43100;19910714
43;0;001;B027;BOUFFEVENT;3;;AGNAT;43100;19910714
43;0;001;B028;LA BOUISSUNADE;3;;AGNAT;43100;19910714
43;0;001;B029;BOUTARY;3;;AGNAT;43100;19910714
43;0;001;B030;BRUGERAT;3;;AGNAT;43100;19910714
43;0;001;B031;LA BRUJAIRE;3;;AGNAT;43100;19910714
43;0;001;B032;LA BUGE;3;;AGNAT;43100;19910714
43;0;001;B033;LA BUGE LONGUE;3;;AGNAT;43100;19910714
43;0;001;B034;LES BUGES;3;;AGNAT;43100;19910714
43;0;001;B035;LA BUTTE DE GARENNE;3;;AGNAT;43100;19910714
43;0;001;B036;CACAVAN;3;;AGNAT;43100;19910714
43;0;001;B037;CAIRE BLANC;3;;AGNAT;43100;19910714
43;0;001;B038;LE CALVAIRE;3;;AGNAT;43100;19910714
43;0;001;B039;CARMANTRAND;3;;AGNAT;43100;19870101
43;0;001;B040;LA CAVE;3;;AGNAT;43100;19910714
43;0;001;B041;CHAMP DE L ALLEE;3;;AGNAT;43100;19910714
43;0;001;B042;CHAMP DE LA FOUANT;3;;AGNAT;43100;19910714
43;0;001;B043;CHAMP DE PLOT;3;;AGNAT;43100;19910714
43;0;001;B044;CHAMP DES MURIERS;3;;AGNAT;43100;19910714
43;0;001;B045;CHAMP LARGE;3;;AGNAT;43100;19910714
43;0;001;B046;CHAMPAIX;3;;AGNAT;43100;19870101
43;0;001;B047;CHAMPRAVEL;3;;AGNAT;43100;19910714
43;0;001;B048;CHAMPRIVAT;3;;AGNAT;43100;19870101
43;0;001;B049;LES CHAPELIERS;3;;AGNAT;43100;19910714
43;0;001;B050;CHARBONNIERE;3;;AGNAT;43100;19910714
43;0;001;B051;CHELANGE;3;;AGNAT;43100;19910714
43;0;001;B052;CHOUSSONAY;3;;AGNAT;43100;19910714
43;0;001;B053;LA CIME DE MERDANSON;3;;AGNAT;43100;19910714
43;0;001;B054;CIME DE VERNET;3;;AGNAT;43100;19910714
43;0;001;B055;LE CIMETIERE;3;;AGNAT;43100;19910714
43;0;001;B056;LES CLOS D AGNAT;3;;AGNAT;43100;19910714
43;0;001;B057;LES CLOS DE SAUVAGNAT;3;;AGNAT;43100;19910714
43;0;001;B058;LES CLOS DE TRIDOULON;3;;AGNAT;43100;19910714
43;0;001;B059;LE COIN;3;;AGNAT;43100;19910714
43;0;001;B060;LES COINS;3;;AGNAT;43100;19910714
43;0;001;B061;LA COLLINE DE ROSE;3;;AGNAT;43100;19910714
43;0;001;B062;COLOMBIER ET L AMENDE;3;;AGNAT;43100;19910714
43;0;001;B063;LE COMBAT;3;;AGNAT;43100;19910714
43;0;001;B064;LA COMBE;3;;AGNAT;43100;19910714
43;0;001;B065;COMBE CHADE;3;;AGNAT;43100;19910714
43;0;001;B066;COMBE D ARSAGE;3;;AGNAT;43100;19910714
43;0;001;B067;COMBE DE GARAY;3;;AGNAT;43100;19910714
43;0;001;B068;COMBE DE PERT;3;;AGNAT;43100;19910714
43;0;001;B069;COMBE DES GRAS;3;;AGNAT;43100;19910714
43;0;001;B070;COMBE GIRARD;3;;AGNAT;43100;19910714
43;0;001;B071;COMBE GRAS;3;;AGNAT;43100;19910714
43;0;001;B072;COMBE JINETT;3;;AGNAT;43100;19910714
43;0;001;B073;COMBE LAIGUE;3;;AGNAT;43100;19910714
43;0;001;B074;COMBELADE;3;;AGNAT;43100;19910714
43;0;001;B075;LA COMBELLE;3;;AGNAT;43100;19910714
43;0;001;B076;LES COMBELLES;3;;AGNAT;43100;19910714
43;0;001;B077;COMBEREAU;3;;AGNAT;43100;19910714
43;0;001;B078;COMBERY;3;;AGNAT;43100;19910714
43;0;001;B079;LA COMBETTE;3;;AGNAT;43100;19910714
43;0;001;B080;LA CONCHE ET BLANCHOU;3;;AGNAT;43100;19910714
43;0;001;B081;LA COSTE;3;;AGNAT;43100;19910714
43;0;001;B082;COSTE DE RIGOUX;3;;AGNAT;43100;19910714
43;0;001;B083;COUDERDIE;3;;AGNAT;43100;19910714
43;0;001;B084;LA COUSTETTE;3;;AGNAT;43100;19910714
43;0;001;B085;LA COUVAIRE;3;;AGNAT;43100;19910714
43;0;001;B086;CRIOLAT;3;;AGNAT;43100;19870101
43;0;001;B087;LA CROIX;3;;AGNAT;43100;19910714
43;0;001;B088;LE CROS;3;;AGNAT;43100;19910714
43;0;001;B089;LES CROSES ET LE RIVEAU;3;;AGNAT;43100;19900328
43;0;001;B090;DERRIERE LA CROIX;3;;AGNAT;43100;19910714
43;0;001;B091;DEVANT LA PORTE;3;;AGNAT;43100;19910714
43;0;001;B092;DOUTROT;3;;AGNAT;43100;19910714
43;0;001;B093;LA DRAYE;3;;AGNAT;43100;19910714
43;0;001;B094;L ESTRADE;3;;AGNAT;43100;19910714
43;0;001;B095;FANGEAT;3;;AGNAT;43100;19910714
43;0;001;B096;LE FIOUX;3;;AGNAT;43100;19870101
43;0;001;B097;FOND DE ROSE;3;;AGNAT;43100;19910714
43;0;001;B098;LA FONTAINE;3;;AGNAT;43100;19910714
43;0;001;B099;FOUANLANGE;3;;AGNAT;43100;19910714
43;0;001;B100;LA FOUANT;3;;AGNAT;43100;19910714
43;0;001;B101;FOUANT DES ANES;3;;AGNAT;43100;19910714
43;0;001;B102;LES FOURCHES;3;;AGNAT;43100;19910714
43;0;001;B103;LA FREYDEYRE;3;;AGNAT;43100;19910714
43;0;001;B104;GARDE SOUCHE;3;;AGNAT;43100;19910714
43;0;001;B105;LA GARDELLE;3;;AGNAT;43100;19910714
43;0;001;B106;LES GARDELLES;3;;AGNAT;43100;19910714
43;0;001;B107;LA GARDETTE;3;;AGNAT;43100;19910714
43;0;001;B108;LE GARDY;3;;AGNAT;43100;19910714
43;0;001;B109;LA GARNASSETTE;3;;AGNAT;43100;19910714
43;0;001;B110;LA GENEBRAIRE;3;;AGNAT;43100;19910714
43;0;001;B111;LA GILBERTE;3;;AGNAT;43100;19910714
43;0;001;B112;LE GOUR BAS;3;;AGNAT;43100;19910714
43;0;001;B113;LA GOUTTE;3;;AGNAT;43100;19910714
43;0;001;B114;GRAND BOIS DE MERDANSON;3;;AGNAT;43100;19910714
43;0;001;B115;LA GRAVE;3;;AGNAT;43100;19910714
43;0;001;B116;LE GRAVEYROUX;3;;AGNAT;43100;19910714
43;0;001;B117;LES GREISES;3;;AGNAT;43100;19870101
43;0;001;B118;ISSEUGES;3;;AGNAT;43100;19870101
43;0;001;B119;LA JARIGE;3;;AGNAT;43100;19910714
43;0;001;B120;JARSADE;3;;AGNAT;43100;19910714
43;0;001;B121;JERZAT;3;;AGNAT;43100;19870101
43;0;001;B122;LACHAUD;3;;AGNAT;43100;19910714
43;0;001;B123;LES LACS;3;;AGNAT;43100;19910714
43;0;001;B124;LANLIADE;3;;AGNAT;43100;19910714
43;0;001;B125;LA LIBEYRE;3;;AGNAT;43100;19910714
43;0;001;B126;SUR LE LIEU;3;;AGNAT;43100;19910714
43;0;001;B127;LOU DOUNAT;3;;AGNAT;43100;19910714
43;0;001;B128;LOU GOUR;3;;AGNAT;43100;19910714
43;0;001;B129;LOU PLAT;3;;AGNAT;43100;19910714
43;0;001;B130;LUPIAT;3;;AGNAT;43100;19870101
43;0;001;B131;MERDANSON;3;;AGNAT;43100;19870101
43;0;001;B132;LE MOULIN A VENT;3;;AGNAT;43100;19910714
43;0;001;B133;MOULIN D AGNAT;3;;AGNAT;43100;19870101
43;0;001;B134;LE NAVET ET LA RASE;3;;AGNAT;43100;19910714
43;0;001;B135;LA NIOUVAIRE;3;;AGNAT;43100;19910714
43;0;001;B136;PARINAUD;3;;AGNAT;43100;19900328
43;0;001;B137;PARLANT;3;;AGNAT;43100;19910714
43;0;001;B138;PARROT;3;;AGNAT;43100;19910714
43;0;001;B139;LE PATURAL;3;;AGNAT;43100;19910714
43;0;001;B140;LES PAUZES;3;;AGNAT;43100;19910714
43;0;001;B141;LA PAVAIRE;3;;AGNAT;43100;19910714
43;0;001;B142;LE PEREY;3;;AGNAT;43100;19910714
43;0;001;B143;LA PEYROUSE;3;;AGNAT;43100;19910714
43;0;001;B144;PHEUT CHABREY;3;;AGNAT;43100;19910714
43;0;001;B145;LE PIAVADU;3;;AGNAT;43100;19910714
43;0;001;B146;LE PIN;3;;AGNAT;43100;19870101
43;0;001;B147;PIN BARD;3;;AGNAT;43100;19910714
43;0;001;B148;PLANCHE DU FIOUX;3;;AGNAT;43100;19910714
43;0;001;B149;LE PLANET;3;;AGNAT;43100;19910714
43;0;001;B150;LE PLANTIER ET LA COMBE;3;;AGNAT;43100;19910714
43;0;001;B151;LES PLOTS;3;;AGNAT;43100;19910714
