DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
45;0;001;0001;PL  DE L EGLISE;1;;ADON;45230;19871130
45;0;001;0002;RTE DE CHATILLON;1;;ADON;45230;19871130
45;0;001;0003;RTE DE DAMMARIE;1;;ADON;45230;19871130
45;0;001;0004;RTE DE LA BUSSIERE;1;;ADON;45230;19871130
45;0;001;0005;RTE DE NOGENT;1;;ADON;45230;19871130
45;0;001;0006;CHE DES CHARMES;1;;ADON;45230;19990811
45;0;001;0007;RTE DE FEINS;1;;ADON;45230;19990811
45;0;001;0008;RUE DU CHATEAU;1;;ADON;45230;20010809
45;0;001;0009;CHE DE BELLEVUE;1;;ADON;45230;20211220
45;0;001;A001;RES BELLEVUE;2;;ADON;45230;20101025
45;0;001;B001;LES ASSELINS;3;;ADON;45230;19870101
45;0;001;B002;LA BARONNERIE;3;;ADON;45230;19870101
45;0;001;B003;LES BIZOTS;3;;ADON;45230;19870101
45;0;001;B004;LES BLANCS;3;;ADON;45230;19870101
45;0;001;B005;LES BOUCHANTS;3;;ADON;45230;19910714
45;0;001;B006;LE BOURG;3;;ADON;45230;19870101
45;0;001;B007;LA CAMPINERIE;3;;ADON;45230;19870101
45;0;001;B008;LES CARMES;3;;ADON;45230;19870101
45;0;001;B009;LES CAVES;3;;ADON;45230;19870101
45;0;001;B010;CHAMP DES TENNINS;3;;ADON;45230;19910714
45;0;001;B011;CHAMPS DE LA LUZERNE;3;;ADON;45230;19910714
45;0;001;B012;CHARMEE;3;;ADON;45230;19910714
45;0;001;B013;LES CHARMES;3;;ADON;45230;19870101
45;0;001;B014;LE CHATEAU;3;;ADON;45230;19870101
45;0;001;B015;LES CLAVIERS;3;;ADON;45230;19910714
45;0;001;B016;CLIMAT DES CRIS;3;;ADON;45230;19870101
45;0;001;B017;LES COUDRIAUX;3;;ADON;45230;19910714
45;0;001;B018;LA FLINIERE;3;;ADON;45230;19870101
45;0;001;B019;LE GRAND BEAUGER;3;;ADON;45230;19910714
45;0;001;B020;LE GRAND CHAMP;3;;ADON;45230;19910714
45;0;001;B021;LE GRAND MANOIR;3;;ADON;45230;19870101
45;0;001;B022;LE GRAND MUSSY;3;;ADON;45230;19870101
45;0;001;B023;LE GRAND ROSIER;3;;ADON;45230;19870101
45;0;001;B024;LE GRAND TALOT;3;;ADON;45230;19901210
45;0;001;B025;LES GRANDS MARAIS;3;;ADON;45230;19910714
45;0;001;B026;LES GRANDS ROUSSETS;3;;ADON;45230;19870101
45;0;001;B027;LES HUIT ARPENTS;3;;ADON;45230;19870101
45;0;001;B028;MARAIS DU GRAND MANOIR;3;;ADON;45230;19910714
45;0;001;B029;LES MARCHAIS SALLES;3;;ADON;45230;19910714
45;0;001;B030;LE MOULIN DE TALOT;3;;ADON;45230;19870101
45;0;001;B031;MUSSY;3;;ADON;45230;19870101
45;0;001;B032;LES NERONS;3;;ADON;45230;19870101
45;0;001;B033;LE PETIT BEAUGER;3;;ADON;45230;19910714
45;0;001;B034;LE PETIT BOIS;3;;ADON;45230;19870101
45;0;001;B035;LE PETIT MANOIR;3;;ADON;45230;19870101
45;0;001;B036;LE PETIT MARAIS;3;;ADON;45230;19870101
45;0;001;B037;LE PETIT TALOT;3;;ADON;45230;19870101
45;0;001;B038;LES PETITS ROUSSETS;3;;ADON;45230;19870101
45;0;001;B039;LA PICHOTIERE;3;;ADON;45230;19870101
45;0;001;B040;PRAIRIE DES GUERAUX;3;;ADON;45230;19910714
45;0;001;B041;LES RAGOGNEAUX;3;;ADON;45230;19870101
45;0;001;B042;LE REBEL OISEAU;3;;ADON;45230;19870101
45;0;001;B043;LE RONDEAU;3;;ADON;45230;19870101
45;0;001;B044;LES SABLONS;3;;ADON;45230;19910714
45;0;001;B045;LES SACRES;3;;ADON;45230;19910714
45;0;001;B046;SAINT PERE;3;;ADON;45230;19870101
45;0;001;B047;SAINTE BARTHE;3;;ADON;45230;19870101
45;0;001;B048;LES SEURINS;3;;ADON;45230;19870101
45;0;001;B049;LES TENNINS;3;;ADON;45230;19870101
45;0;001;B050;TERRE DU PETIT BOIS;3;;ADON;45230;19910714
45;0;001;B051;TERRES DU LOUP;3;;ADON;45230;19910714
45;0;001;B052;TERRES DU MANOIR;3;;ADON;45230;19910714
45;0;001;B053;LA TETE;3;;ADON;45230;19870101
45;0;001;B054;LA VARENNE;3;;ADON;45230;19870101
45;0;001;B055;LES VERSEAUX;3;;ADON;45230;19870101
45;0;001;B056;LES VINGT ARPENTS;3;;ADON;45230;19910714
