DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
97;3;301;0003;RUE AUGUSTE BOUDINOT;1;;REGINA;97353;19880823
97;3;301;0005;RUE CHONG MING;1;;REGINA;97353;19880823
97;3;301;0007;CD  N 20;1;;REGINA;97353;19880823
97;3;301;0010;RUE DU CIMETIERE;1;;REGINA;97353;19880823
97;3;301;0012;RUE DU DEGRAD;1;;REGINA;97353;19920127
97;3;301;0014;RUE DE L EGLISE;1;;REGINA;97353;19920127
97;3;301;0015;RUE GASTON MONNERVILLE;1;;REGINA;97353;19880823
97;3;301;0020;RUE DU GAL DE GAULLE;1;;REGINA;97353;19880823
97;3;301;0022;RTE NATIONALE 2;1;;REGINA;97353;19880823
97;3;301;0025;RUE PAQUERETTE;1;;REGINA;97353;19880823
97;3;301;0030;RUE TRAVERSIERE;1;;REGINA;97353;19920127
97;3;301;0031;RUE FIRMANO LOUIS;1;;REGINA;97353;20081027
97;3;301;0032;RUE SERAPHIN CASIMIR;1;;REGINA;97353;20081027
97;3;301;0033;IMP MONTOUNY;1;;REGINA;97353;20160426
97;3;301;0034;IMP PAREPOU;1;;REGINA;97353;20160426
97;3;301;0035;ALL DES CARAMBOLES;1;;REGINA;97353;20160426
97;3;301;A016;LOT COMMUNAL;2;;REGINA;97353;19951005
97;3;301;A017;RES BELUCE;2;;REGINA;97353;20160426
97;3;301;B003;APPROUAGUE;3;;REGINA;97353;19900608
97;3;301;B005;LE BOURG;3;;REGINA;97353;19880823
97;3;301;B010;CAMP SZUTS;3;;REGINA;97353;19880823
97;3;301;B015;CAMP PATAWA;3;;REGINA;97353;19880823
97;3;301;B016;CRIQUE JEAN PIERRE;3;;REGINA;97353;19951026
97;3;301;B017;DIGUE MARAGNON;3;;REGINA;97353;19920127
97;3;301;B020;GUISANBOURG;3;;REGINA;97353;19880823
97;3;301;B023;ILET GRAND CONNETABLE;3;;REGINA;97353;19920127
97;3;301;B024;PISTE INERY;3;;REGINA;97353;19991228
97;3;301;B025;KAW;3;;REGINA;97353;19880823
