DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
55;0;001;0001;VC  4 D ABAINVILLE A BONNE;1;;ABAINVILLE;55130;19870101
55;0;001;0003;RTE DE BAR;1;;ABAINVILLE;55130;19870101
55;0;001;0004;RUE DU CHENE;1;;ABAINVILLE;55130;19870101
55;0;001;0005;CHE DES CORVEES;1;;ABAINVILLE;55130;19870101
55;0;001;0006;RUE DE LA DIME;1;;ABAINVILLE;55130;19870101
55;0;001;0007;GR  GRANDE RUE;1;;ABAINVILLE;55130;19870101
55;0;001;0008;CHE DU GRANIT;1;;ABAINVILLE;55130;19870101
55;0;001;0009;RUE DU MOULIN;1;;ABAINVILLE;55130;19870101
55;0;001;0010;CRS DE LA MULEAU;1;;ABAINVILLE;55130;19870101
55;0;001;0011;RUE DU PERCHE;1;;ABAINVILLE;55130;19870101
55;0;001;0012;IMP DE LA POSTE;1;;ABAINVILLE;55130;19870101
55;0;001;0013;RUE SAINT MARTIN;1;;ABAINVILLE;55130;19870101
55;0;001;0014;CD  10 DE SORCY A GAND;1;;ABAINVILLE;55130;19870101
55;0;001;0015;RUE DU BREUIL;1;;ABAINVILLE;55130;19870101
55;0;001;0016;IMP DU CHATEAU;1;;ABAINVILLE;55130;19870101
55;0;001;0017;RUE DU CIMETIERE;1;;ABAINVILLE;55130;19930121
55;0;001;0018;CHE RURAL DES AVOIES;1;;ABAINVILLE;55130;20130226
55;0;001;0074;VC  14 D ABAINVILLE A LA F;1;;ABAINVILLE;55130;20001003
55;0;001;0075;CITE DU GRANIT;1;;ABAINVILLE;55130;20060125
55;0;001;B001;ABOUTISSANT SUR LE CHEMIN;3;;ABAINVILLE;55130;19910714
55;0;001;B003;AU BEC DE CANNE;3;;ABAINVILLE;55130;19910714
55;0;001;B004;BIENNEMONT;3;;ABAINVILLE;55130;19910714
55;0;001;B005;EN BONNERU;3;;ABAINVILLE;55130;19910714
55;0;001;B006;LE BOTTOU;3;;ABAINVILLE;55130;19910714
55;0;001;B008;BOUDAPRE;3;;ABAINVILLE;55130;19910714
55;0;001;B009;AU BREUIL;3;;ABAINVILLE;55130;19870101
55;0;001;B010;BREUIL;3;;ABAINVILLE;55130;19910714
55;0;001;B012;BUZEMONT;3;;ABAINVILLE;55130;19910714
55;0;001;B013;AUX CAURES;3;;ABAINVILLE;55130;19910714
55;0;001;B014;LE CHATEAU;3;;ABAINVILLE;55130;19870101
55;0;001;B015;CHAUDEVA;3;;ABAINVILLE;55130;19910714
55;0;001;B016;SUR LES CHEMINS;3;;ABAINVILLE;55130;19910714
55;0;001;B018;SUR LA COTE COUBO;3;;ABAINVILLE;55130;19910714
55;0;001;B020;AU COTEAU DU BIEZ;3;;ABAINVILLE;55130;19910714
55;0;001;B021;A LA COULEUVRE;3;;ABAINVILLE;55130;19910714
55;0;001;B022;LA COURBE;3;;ABAINVILLE;55130;19881213
55;0;001;B023;LES CROUILLERES;3;;ABAINVILLE;55130;19910714
