DEP;DIR;CODECOM;CODEVOIE;LIBVOIE;TYPEVOIE;CODE_MAJIC;LIBCOM;CODE_POSTAL;DATE_CREATION
94;0;001;0005;RUE D ABLON;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0006;PAS DE L ABBE LASSAILY;1;;ABLON SUR SEINE;94480;19890301
94;0;001;0007;RUE ALPHONSE DAUDET;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0010;RUE ARISTIDE BRIAND;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0020;AV  AUGUSTE DURU;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0030;RUE DU BAC;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0031;IMP DU BAC;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0040;QUAIDE LA BARONNIE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0050;ALL BEAUSEJOUR;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0060;RUE DES BELGES;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0070;RUE BIR HAKEIM;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0075;ALL DU BOIS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0077;ALL DES CEDRES;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0080;SEN DU CHALLOY;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0090;RUE CHARLES BAUDELAIRE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0095;RES DU CHATEAU D ABLON;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0100;PL  CHOLLET;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0110;RUE DU CNL PIERRE BROSSOLE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0120;RUE COMP PARIS ORLEANS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0130;RUE LA COURRE AUX LIEVRES;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0131;SEN DE LA COURRE AUX LIEVR;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0140;CD  25;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0145;RUE DU DOCTEUR BERNARD LEG;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0150;RUE EDMOND ROSTAND;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0160;RUE EDOUARD JUVIGNY;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0165;ALL DE L ECOLE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0170;RUE DE L EGLISE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0180;RUE D ESTIENNE D ORVES;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0185;AV  DE L EUROPE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0187;PL  DE L'EUROPE;1;;ABLON SUR SEINE;94480;20020418
94;0;001;0190;VLA DES FLEURS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0200;RUE FOULON;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0210;RUE GABRIEL PERI;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0220;AV  GAMBETTA;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0230;PL  GAMBETTA;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0250;SEN DES GARMONES;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0260;RUE DU GAL DE GAULLE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0270;RUE DU GAL KOENIG;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0280;RUE DU GAL LECLERC;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0290;AV  GEORGES CLEMENCEAU;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0300;IMP GEUFFRON;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0310;RUE DU HAMEAU DE BELLEVUE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0315;RUE HENRI DUNANT;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0320;PL  HENRI DURU;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0330;RUE HENRI GILBERT;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0340;RUE HENRI LAIRE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0350;RUE HENRI MAGNIER;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0355;RUE JACQUES JEUNON;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0365;PL  DE LA LIBERATION;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0370;RTE DE LONGJUMEAU;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0375;RUE LOUIS MOREAU;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0380;QUAIMAGNE;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0390;RUE DES MARAICHERS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0410;RUE DU MAL FOCH;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0420;PL  DES MARRONNIERS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0425;VLA MEDICIS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0430;RUE MERIGOT;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0435;SQ  MOISSET;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0440;RUE DE MONS;1;;ABLON SUR SEINE;94480;19870101
94;0;001;0450;RUE DU MONT CASSIN;1;;ABLON SUR SEINE;94480;19870101
